"";"domain";"supergroup";"class";"order";"family";"genus";"species"
"OO00888";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00889";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00890";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00891";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00892";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00893";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00894";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00895";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00896";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00897";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00898";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00899";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00900";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00901";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00902";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00903";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00904";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00905";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00906";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00907";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"Saprolegnia";"Saprolegnia_ferax"
"OO00908";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00909";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00910";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00911";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00912";"Eukaryota";"Stramenopiles";"Oomycetes";"Pythiales";"Pythiaceae";"Pythium";"unclassified"
"OO00913";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00914";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00915";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00916";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00917";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00918";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00919";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00920";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00921";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00922";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00923";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
"OO00924";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00925";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00926";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00927";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00928";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00929";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00930";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00931";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00932";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00933";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00934";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00935";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00936";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00937";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00938";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00939";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00940";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00941";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00942";"Eukaryota";"Stramenopiles";"Hyphochytriomycetes";"Hyphochytriomycetes_Class_Incertae_sedis";"Hyphochytriaceae";"Hyphochytrium";"Hyphochytrium_catenoides"
"OO00943";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00944";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00945";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00946";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00947";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00948";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00949";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00950";"Eukaryota";"Stramenopiles";"Hyphochytriomycetes";"Hyphochytriomycetes_Class_Incertae_sedis";"Hyphochytriaceae";"Hyphochytrium";"Hyphochytrium_catenoides"
"OO00951";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00952";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00953";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00954";"Eukaryota";"Stramenopiles";"Hyphochytriomycetes";"Hyphochytriomycetes_Class_Incertae_sedis";"Hyphochytriaceae";"Hyphochytrium";"Hyphochytrium_catenoides"
"OO00955";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00956";"Eukaryota";"Stramenopiles";"Oomycetes";"Saprolegniales";"Saprolegniaceae";"Saprolegnia";"Saprolegnia_ferax"
"OO00957";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00958";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00959";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00960";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00961";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00962";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00963";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00964";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00965";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00966";"Eukaryota";"Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles";"unclassified_Stramenopiles"
"OO00967";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"Peronosporaceae";"unclassified_Peronosporaceae";"unclassified_Peronosporaceae"
"OO00968";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00969";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00970";"Eukaryota";"Stramenopiles";"Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes";"unclassified_Oomycetes"
"OO00971";"Eukaryota";"Stramenopiles";"Oomycetes";"Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales";"unclassified_Peronosporales"
